,Date,blizzard_ent_daily_abnormal_return,daily_roberta_sum,daily_roberta_neg,daily_roberta_pos,daily_roberta_neu,blizzard_ent_daily_return,daily_sensitivity,daily_roberta_sum_lag_1,daily_roberta_sum_lag_2,daily_roberta_sum_lag_3,daily_roberta_sum_lag_4,daily_roberta_neg_lag_1,daily_roberta_neg_lag_2,daily_roberta_neg_lag_3,daily_roberta_neg_lag_4,daily_roberta_pos_lag_1,daily_roberta_pos_lag_2,daily_roberta_pos_lag_3,daily_roberta_pos_lag_4,daily_sensitivity_lag_1,daily_sensitivity_lag_2,daily_sensitivity_lag_3,daily_sensitivity_lag_4,sp500_daily_returns,sp500_daily_returns_lag_1,sp500_daily_returns_lag_2,sp500_daily_returns_lag_3,sp500_daily_returns_lag_4
3,2023-05-31,0.001250180448858,0.022599263128000004,0.32461079565584,0.3472100598288,0.32817914483360006,0.0022494415487004,0.16000053099492,,,,,,,,,,,,,,,,,-0.002603395972985423,,,,
4,2023-06-01,-0.004449785917161,0.06145155287,0.29867800040639997,0.36012955245080003,0.3411924447132,0.0,0.038852289742,0.022599263128000004,,,,0.32461079565584,,,,0.3472100598288,,,,0.16000053099492,,,,0.00908198992744702,-0.002603395972985423,,,
5,2023-06-02,-0.0024053092076633,-0.0337087307428,0.34540483789640003,0.31169610735599995,0.3428990573488,0.0037406865732354,-0.0951602836128,0.06145155287,0.022599263128000004,,,0.29867800040639997,0.32461079565584,,,0.36012955245080003,0.3472100598288,,,0.038852289742,0.16000053099492,,,0.00975247732220308,0.00908198992744702,-0.002603395972985423,,
6,2023-06-05,0.0105369970269175,-0.17669106832919998,0.4281671115068,0.2514760443652,0.3203568429552,0.00422355699243,-0.14298233758639997,-0.0337087307428,0.06145155287,0.022599263128000004,,0.34540483789640003,0.29867800040639997,0.32461079565584,,0.31169610735599995,0.36012955245080003,0.3472100598288,,-0.0951602836128,0.038852289742,0.16000053099492,,-0.002148077583427499,0.00975247732220308,0.00908198992744702,-0.002603395972985423,
7,2023-06-06,-0.0078630754680246,-0.0313379412452,0.35052787252492,0.31918993122559997,0.3302822015224,0.0004948158997948,0.14535312708399997,-0.17669106832919998,-0.0337087307428,0.06145155287,0.022599263128000004,0.4281671115068,0.34540483789640003,0.29867800040639997,0.32461079565584,0.2514760443652,0.31169610735599995,0.36012955245080003,0.3472100598288,-0.14298233758639997,-0.0951602836128,0.038852289742,0.16000053099492,0.0029288828245674914,-0.002148077583427499,0.00975247732220308,0.00908198992744702,-0.002603395972985423
8,2023-06-07,0.0056250630092678,-0.219646196546,0.44065566868108,0.2210094728884,0.33833485906199995,-0.0046982846973564,-0.1883082553008,-0.0313379412452,-0.17669106832919998,-0.0337087307428,0.06145155287,0.35052787252492,0.4281671115068,0.34540483789640003,0.29867800040639997,0.31918993122559997,0.2514760443652,0.31169610735599995,0.36012955245080003,0.14535312708399997,-0.14298233758639997,-0.0951602836128,0.038852289742,-0.004188617447468235,0.0029288828245674914,-0.002148077583427499,0.00975247732220308,0.00908198992744702
9,2023-06-08,-0.0066631739070852,-0.11989406124399998,0.39015841392864004,0.2702643544276,0.3395772366868,-0.005962774620293,0.09975213530200003,-0.219646196546,-0.0313379412452,-0.17669106832919998,-0.0337087307428,0.44065566868108,0.35052787252492,0.4281671115068,0.34540483789640003,0.2210094728884,0.31918993122559997,0.2514760443652,0.31169610735599995,-0.1883082553008,0.14535312708399997,-0.14298233758639997,-0.0951602836128,0.005912876016168411,-0.004188617447468235,0.0029288828245674914,-0.002148077583427499,0.00975247732220308
10,2023-06-09,0.0050366816251585,-0.12178114724400001,0.39160559572759995,0.26982444815359996,0.338569958052,0.0044988830974008,-0.001887086000000024,-0.11989406124399998,-0.219646196546,-0.0313379412452,-0.17669106832919998,0.39015841392864004,0.44065566868108,0.35052787252492,0.4281671115068,0.2702643544276,0.2210094728884,0.31918993122559997,0.2514760443652,0.09975213530200003,-0.1883082553008,0.14535312708399997,-0.14298233758639997,-0.0013984175389620823,0.005912876016168411,-0.004188617447468235,0.0029288828245674914,-0.002148077583427499
11,2023-06-12,-0.0164325586549001,-0.010357773852680009,0.3260408850336,0.31568311055480003,0.35827600557879996,-0.0075889603283809,0.11142337339132,-0.12178114724400001,-0.11989406124399998,-0.219646196546,-0.0313379412452,0.39160559572759995,0.39015841392864004,0.44065566868108,0.35052787252492,0.26982444815359996,0.2702643544276,0.2210094728884,0.31918993122559997,-0.001887086000000024,0.09975213530200003,-0.1883082553008,0.14535312708399997,0.007104939468613125,-0.0013984175389620823,0.005912876016168411,-0.004188617447468235,0.0029288828245674914
12,2023-06-13,-0.0003067788375798,-0.025481572528000002,0.33997449111944,0.3144929162752,0.3455325957448,0.0116585225562575,-0.015123798675319993,-0.010357773852680009,-0.12178114724400001,-0.11989406124399998,-0.219646196546,0.3260408850336,0.39160559572759995,0.39015841392864004,0.44065566868108,0.31568311055480003,0.26982444815359996,0.2702643544276,0.2210094728884,0.11142337339132,-0.001887086000000024,0.09975213530200003,-0.1883082553008,0.0037678319120901804,0.007104939468613125,-0.0013984175389620823,0.005912876016168411,-0.004188617447468235
13,2023-06-14,0.0006746924754094,-0.12587904131599997,0.4035299772496,0.2776509350408,0.31881908930520003,0.0065676137389611,-0.10039746878799997,-0.025481572528000002,-0.010357773852680009,-0.12178114724400001,-0.11989406124399998,0.33997449111944,0.3260408850336,0.39160559572759995,0.39015841392864004,0.3144929162752,0.31568311055480003,0.26982444815359996,0.2702643544276,-0.015123798675319993,0.11142337339132,-0.001887086000000024,0.09975213530200003,0.001442827808308511,0.0037678319120901804,0.007104939468613125,-0.0013984175389620823,0.005912876016168411
14,2023-06-15,0.0017876051624848,-0.16365192626480002,0.41992347459364,0.25627154912039996,0.3238049748208,0.0027082799731266,-0.037772884948800045,-0.12587904131599997,-0.025481572528000002,-0.010357773852680009,-0.12178114724400001,0.4035299772496,0.33997449111944,0.3260408850336,0.39160559572759995,0.2776509350408,0.3144929162752,0.31568311055480003,0.26982444815359996,-0.10039746878799997,-0.015123798675319993,0.11142337339132,-0.001887086000000024,0.013861441069077163,0.001442827808308511,0.0037678319120901804,0.007104939468613125,-0.0013984175389620823
15,2023-06-16,0.0035723925934332,-0.137014859188,0.4012694591020399,0.2642546016392,0.3344759437196,0.0063843375315455,0.026637067076800025,-0.16365192626480002,-0.12587904131599997,-0.025481572528000002,-0.010357773852680009,0.41992347459364,0.4035299772496,0.33997449111944,0.3260408850336,0.25627154912039996,0.2776509350408,0.3144929162752,0.31568311055480003,-0.037772884948800045,-0.10039746878799997,-0.015123798675319993,0.11142337339132,-0.007061630998609569,0.013861441069077163,0.001442827808308511,0.0037678319120901804,0.007104939468613125
18,2023-06-21,-0.0075568262109647,-0.26519073051520003,0.4667263951532,0.2015356643136,0.331737940244,-0.0116008908941606,0.034582901845999936,-0.137014859188,-0.16365192626480002,-0.12587904131599997,-0.025481572528000002,0.4012694591020399,0.41992347459364,0.4035299772496,0.33997449111944,0.2642546016392,0.25627154912039996,0.2776509350408,0.3144929162752,0.026637067076800025,-0.037772884948800045,-0.10039746878799997,-0.015123798675319993,-0.003269358970642955,-0.007061630998609569,0.013861441069077163,0.001442827808308511,0.0037678319120901804
19,2023-06-22,0.0143851100091761,-0.41357399815999996,0.5457684015548,0.13219440375279998,0.32203719535200004,0.0168025768387651,-0.14838326764479992,-0.26519073051520003,-0.137014859188,-0.16365192626480002,-0.12587904131599997,0.4667263951532,0.4012694591020399,0.41992347459364,0.4035299772496,0.2015356643136,0.2642546016392,0.25627154912039996,0.2776509350408,0.034582901845999936,0.026637067076800025,-0.037772884948800045,-0.10039746878799997,0.006082158922018799,-0.003269358970642955,-0.007061630998609569,0.013861441069077163,0.001442827808308511
20,2023-06-23,-0.0026174844614533,-0.30343678698839993,0.48261328473480003,0.17917649640640002,0.338210221204,-0.004860285674927,0.11013721117160002,-0.41357399815999996,-0.26519073051520003,-0.137014859188,-0.16365192626480002,0.5457684015548,0.4667263951532,0.4012694591020399,0.41992347459364,0.13219440375279998,0.2015356643136,0.2642546016392,0.25627154912039996,-0.14838326764479992,0.034582901845999936,0.026637067076800025,-0.037772884948800045,-0.0013412071312746132,0.006082158922018799,-0.003269358970642955,-0.007061630998609569,0.013861441069077163
21,2023-06-26,0.0144856638562639,-0.1382664743044,0.3971897675124,0.2589232918952,0.343886939894,0.0183150179737912,0.16517031268399993,-0.30343678698839993,-0.41357399815999996,-0.26519073051520003,-0.137014859188,0.48261328473480003,0.5457684015548,0.4667263951532,0.4012694591020399,0.17917649640640002,0.13219440375279998,0.2015356643136,0.2642546016392,0.11013721117160002,-0.14838326764479992,0.034582901845999936,0.026637067076800025,-0.0036871369503514995,-0.0013412071312746132,0.006082158922018799,-0.003269358970642955,-0.007061630998609569
22,2023-06-27,-0.0045194789580105,-0.060508813328,0.3592122339584,0.2987034210756,0.34208434100119994,0.0087529462132269,0.07775766097640001,-0.1382664743044,-0.30343678698839993,-0.41357399815999996,-0.26519073051520003,0.3971897675124,0.48261328473480003,0.5457684015548,0.4667263951532,0.2589232918952,0.17917649640640002,0.13219440375279998,0.2015356643136,0.16517031268399993,0.11013721117160002,-0.14838326764479992,0.034582901845999936,0.009464350264378307,-0.0036871369503514995,-0.0013412071312746132,0.006082158922018799,-0.003269358970642955
23,2023-06-28,-0.0060561827673856,-0.06269989666519998,0.346268690747,0.2835687948356,0.37016251101159997,-0.0062997598549825,-0.0021910833371999866,-0.060508813328,-0.1382664743044,-0.30343678698839993,-0.41357399815999996,0.3592122339584,0.3971897675124,0.48261328473480003,0.5457684015548,0.2987034210756,0.2589232918952,0.17917649640640002,0.13219440375279998,0.07775766097640001,0.16517031268399993,0.11013721117160002,-0.14838326764479992,0.002147664752774281,0.009464350264378307,-0.0036871369503514995,-0.0013412071312746132,0.006082158922018799
24,2023-06-29,-0.0008121029336565,-0.07577276462200001,0.33806070661119997,0.26228794034959996,0.3996513542,-0.0062200556526011,-0.01307286795680003,-0.06269989666519998,-0.060508813328,-0.1382664743044,-0.30343678698839993,0.346268690747,0.3592122339584,0.3971897675124,0.48261328473480003,0.2835687948356,0.2987034210756,0.2589232918952,0.17917649640640002,-0.0021910833371999866,0.07775766097640001,0.16517031268399993,0.11013721117160002,0.00491435317694644,0.002147664752774281,0.009464350264378307,-0.0036871369503514995,-0.0013412071312746132
25,2023-06-30,0.0136589017652297,-0.06280688872796,0.339519339232,0.27671245359920005,0.3837682045172,0.0146846556790409,0.01296587589404001,-0.07577276462200001,-0.06269989666519998,-0.060508813328,-0.1382664743044,0.33806070661119997,0.346268690747,0.3592122339584,0.3971897675124,0.26228794034959996,0.2835687948356,0.2987034210756,0.2589232918952,-0.01307286795680003,-0.0021910833371999866,0.07775766097640001,0.16517031268399993,0.006317766159954941,0.00491435317694644,0.002147664752774281,0.009464350264378307,-0.0036871369503514995
26,2023-07-03,-0.0093664919430257,-0.044644390893600006,0.34811932252496003,0.3034749307972,0.348405743944,-0.0113879795861664,0.018162497834359997,-0.06280688872796,-0.07577276462200001,-0.06269989666519998,-0.060508813328,0.339519339232,0.33806070661119997,0.346268690747,0.3592122339584,0.27671245359920005,0.26228794034959996,0.2835687948356,0.2987034210756,0.01296587589404001,-0.01307286795680003,-0.0021910833371999866,0.07775766097640001,0.0011481600419898097,0.006317766159954941,0.00491435317694644,0.002147664752774281,0.009464350264378307
29,2023-07-06,0.0131970905943453,0.009624174471999983,0.3186245879048,0.32824876344840004,0.35312664932680005,-0.0020514757174525,0.08090236136799998,-0.044644390893600006,-0.06280688872796,-0.07577276462200001,-0.06269989666519998,0.34811932252496003,0.339519339232,0.33806070661119997,0.346268690747,0.3034749307972,0.27671245359920005,0.26228794034959996,0.2835687948356,0.018162497834359997,0.01296587589404001,-0.01307286795680003,-0.0021910833371999866,-0.0024940585320980535,0.0011481600419898097,0.006317766159954941,0.00491435317694644,0.002147664752774281
30,2023-07-07,-0.0085699950159005,0.03702432286040001,0.32528178674508,0.3623061084172,0.31241210336680003,-0.0032647721043495,0.027400148388400023,0.009624174471999983,-0.044644390893600006,-0.06280688872796,-0.07577276462200001,0.3186245879048,0.34811932252496003,0.339519339232,0.33806070661119997,0.32824876344840004,0.3034749307972,0.27671245359920005,0.26228794034959996,0.08090236136799998,0.018162497834359997,0.01296587589404001,-0.01307286795680003,-0.0012691095325335633,-0.0024940585320980535,0.0011481600419898097,0.006317766159954941,0.00491435317694644
31,2023-07-10,-0.0023713992623956,-0.01295393492864,0.31008915712512,0.29713522334840003,0.3927756188348,0.0032754657535705,-0.049978257789040005,0.03702432286040001,0.009624174471999983,-0.044644390893600006,-0.06280688872796,0.32528178674508,0.3186245879048,0.34811932252496003,0.339519339232,0.3623061084172,0.32824876344840004,0.3034749307972,0.27671245359920005,0.027400148388400023,0.08090236136799998,0.018162497834359997,0.01296587589404001,0.0034817942518947653,-0.0012691095325335633,-0.0024940585320980535,0.0011481600419898097,0.006317766159954941
32,2023-07-11,0.0766786539960946,-0.123487252028,0.3912031972748,0.26771594497679996,0.341080852878,0.1002418527381039,-0.11053331709936,-0.01295393492864,0.03702432286040001,0.009624174471999983,-0.044644390893600006,0.31008915712512,0.32528178674508,0.3186245879048,0.34811932252496003,0.29713522334840003,0.3623061084172,0.32824876344840004,0.3034749307972,-0.049978257789040005,0.027400148388400023,0.08090236136799998,0.018162497834359997,0.005369650889755606,0.0034817942518947653,-0.0012691095325335633,-0.0024940585320980535,0.0011481600419898097
33,2023-07-12,-0.0192501147352409,-0.07999184197119999,0.3906336437252,0.31064180039120004,0.29872455958599997,-0.0108802932961022,0.04349541005680001,-0.123487252028,-0.01295393492864,0.03702432286040001,0.009624174471999983,0.3912031972748,0.31008915712512,0.32528178674508,0.3186245879048,0.26771594497679996,0.29713522334840003,0.3623061084172,0.32824876344840004,-0.11053331709936,-0.049978257789040005,0.027400148388400023,0.08090236136799998,0.0010005651471738375,0.005369650889755606,0.0034817942518947653,-0.0012691095325335633,-0.0024940585320980535
34,2023-07-13,-0.0109150089878989,0.26381842333320005,0.23465964696731997,0.4984780694608,0.2668622869668,-0.005111100938585,0.34381026530440006,-0.07999184197119999,-0.123487252028,-0.01295393492864,0.03702432286040001,0.3906336437252,0.3912031972748,0.31008915712512,0.32528178674508,0.31064180039120004,0.26771594497679996,0.29713522334840003,0.3623061084172,0.04349541005680001,-0.11053331709936,-0.049978257789040005,0.027400148388400023,0.004127805646777283,0.0010005651471738375,0.005369650889755606,0.0034817942518947653,-0.0012691095325335633
35,2023-07-14,0.0075828020126302,-0.17279288674359997,0.40736020928256006,0.2345673227988,0.358072466168,0.0059191285892088,-0.4366113100768,0.26381842333320005,-0.07999184197119999,-0.123487252028,-0.01295393492864,0.23465964696731997,0.3906336437252,0.3912031972748,0.31008915712512,0.4984780694608,0.31064180039120004,0.26771594497679996,0.29713522334840003,0.34381026530440006,0.04349541005680001,-0.11053331709936,-0.049978257789040005,-0.002035600347439659,0.004127805646777283,0.0010005651471738375,0.005369650889755606,0.0034817942518947653
36,2023-07-17,0.0300441398071436,-0.23267475621880002,0.44430341794395994,0.21162866534800004,0.344067916506,0.0348617675173466,-0.05988186947520005,-0.17279288674359997,0.26381842333320005,-0.07999184197119999,-0.123487252028,0.40736020928256006,0.23465964696731997,0.3906336437252,0.3912031972748,0.2345673227988,0.4984780694608,0.31064180039120004,0.26771594497679996,-0.4366113100768,0.34381026530440006,0.04349541005680001,-0.11053331709936,0.0030895118064531157,-0.002035600347439659,0.004127805646777283,0.0010005651471738375,0.005369650889755606
37,2023-07-18,-0.0075379384020692,-0.123430252838,0.3918759841988,0.268445730818,0.339678279022,-0.0050423905731098,0.10924450338080001,-0.23267475621880002,-0.17279288674359997,0.26381842333320005,-0.07999184197119999,0.44430341794395994,0.40736020928256006,0.23465964696731997,0.3906336437252,0.21162866534800004,0.2345673227988,0.4984780694608,0.31064180039120004,-0.05988186947520005,-0.4366113100768,0.34381026530440006,0.04349541005680001,0.0073422848723165846,0.0030895118064531157,-0.002035600347439659,0.004127805646777283,0.0010005651471738375
38,2023-07-19,-0.0054114567748654,-0.174912109984,0.39142525769668,0.21651314761999998,0.392061593176,-0.0058227402196038,-0.051481857145999996,-0.123430252838,-0.23267475621880002,-0.17279288674359997,0.26381842333320005,0.3918759841988,0.44430341794395994,0.40736020928256006,0.23465964696731997,0.268445730818,0.21162866534800004,0.2345673227988,0.4984780694608,0.10924450338080001,-0.05988186947520005,-0.4366113100768,0.34381026530440006,0.00040537912095328643,0.0073422848723165846,0.0030895118064531157,-0.002035600347439659,0.004127805646777283
39,2023-07-20,0.0033326517218902,-0.30621821673992,0.4834070430948,0.1771888257468,0.339404133892,0.0009761818900675,-0.13130610675592,-0.174912109984,-0.123430252838,-0.23267475621880002,-0.17279288674359997,0.39142525769668,0.3918759841988,0.44430341794395994,0.40736020928256006,0.21651314761999998,0.268445730818,0.21162866534800004,0.2345673227988,-0.051481857145999996,0.10924450338080001,-0.05988186947520005,-0.4366113100768,-0.0042837370019630505,0.00040537912095328643,0.0073422848723165846,0.0030895118064531157,-0.002035600347439659
40,2023-07-21,0.0086447732709774,-0.21713161703839998,0.4514094277648,0.23427780869439999,0.31431276436079997,-0.0041174260445157,0.08908659970152003,-0.30621821673992,-0.174912109984,-0.123430252838,-0.23267475621880002,0.4834070430948,0.39142525769668,0.3918759841988,0.44430341794395994,0.1771888257468,0.21651314761999998,0.268445730818,0.21162866534800004,-0.13130610675592,-0.051481857145999996,0.10924450338080001,-0.05988186947520005,-0.0030373244073654826,-0.0042837370019630505,0.00040537912095328643,0.0073422848723165846,0.0030895118064531157
41,2023-07-24,-0.0055158547499644,-0.022653697893199997,0.3205314933216,0.2978777937956,0.38159071416,0.0069633267778039,0.1944779191452,-0.21713161703839998,-0.30621821673992,-0.174912109984,-0.123430252838,0.4514094277648,0.4834070430948,0.39142525769668,0.3918759841988,0.23427780869439999,0.1771888257468,0.21651314761999998,0.268445730818,0.08908659970152003,-0.13130610675592,-0.051481857145999996,0.10924450338080001,0.002476124581307637,-0.0030373244073654826,-0.0042837370019630505,0.00040537912095328643,0.0073422848723165846
42,2023-07-25,0.0029319993464165,0.05056534012568,0.27409635228628,0.3246616917816,0.40124195675200003,0.0019448978848235,0.07321903801888,-0.022653697893199997,-0.21713161703839998,-0.30621821673992,-0.174912109984,0.3205314933216,0.4514094277648,0.4834070430948,0.39142525769668,0.2978777937956,0.23427780869439999,0.1771888257468,0.21651314761999998,0.1944779191452,0.08908659970152003,-0.13130610675592,-0.051481857145999996,0.002693635103931946,0.002476124581307637,-0.0030373244073654826,-0.0042837370019630505,0.00040537912095328643
43,2023-07-26,-0.0087016122433404,0.023181944826400014,0.28262911863892004,0.3058110639936,0.41155981571,-0.0006470957167693,-0.027383395299279988,0.05056534012568,-0.022653697893199997,-0.21713161703839998,-0.30621821673992,0.27409635228628,0.3205314933216,0.4514094277648,0.4834070430948,0.3246616917816,0.2978777937956,0.23427780869439999,0.1771888257468,0.07321903801888,0.1944779191452,0.08908659970152003,-0.13130610675592,0.0017087316250301576,0.002693635103931946,0.002476124581307637,-0.0030373244073654826,-0.0042837370019630505
44,2023-07-27,-0.002363048857211,0.02141942706079999,0.30948465440755996,0.330904079942,0.3596112668792,-0.0057192056735626,-0.0017625177656000225,0.023181944826400014,0.05056534012568,-0.022653697893199997,-0.21713161703839998,0.28262911863892004,0.27409635228628,0.3205314933216,0.4514094277648,0.3058110639936,0.3246616917816,0.2978777937956,0.23427780869439999,-0.027383395299279988,0.07321903801888,0.1944779191452,0.08908659970152003,-0.013233182220345752,0.0017087316250301576,0.002693635103931946,0.002476124581307637,-0.0030373244073654826
45,2023-07-28,-0.0046845426201869,0.03291618024000001,0.31007637705008,0.34299255709800003,0.346931066378,0.0042326827895795,0.011496753179200018,0.02141942706079999,0.023181944826400014,0.05056534012568,-0.022653697893199997,0.30948465440755996,0.28262911863892004,0.27409635228628,0.3205314933216,0.330904079942,0.3058110639936,0.3246616917816,0.2978777937956,-0.0017625177656000225,-0.027383395299279988,0.07321903801888,0.1944779191452,0.003609479377703506,-0.013233182220345752,0.0017087316250301576,0.002693635103931946,0.002476124581307637